18:00 - 18:10,0.6,1.0,0.3
18:10 - 18:20,1.2,1.6,0.8
18:20 - 18:30,1.0,1.2,0.8
18:30 - 18:40,0.5,0.6,0.3
18:40 - 18:50,0.4,0.7,0.2
18:50 - 19:00,0.6,0.9,0.3
19:00 - 19:10,0.6,0.8,0.3
19:10 - 19:20,1.0,1.2,0.7
19:20 - 19:30,0.8,1.1,0.6
19:30 - 19:40,1.2,1.6,0.7
19:40 - 19:50,1.2,1.7,0.7
19:50 - 20:00,1.0,1.6,0.4
20:00 - 20:10,0.7,1.1,0.3
20:10 - 20:20,0.8,1.2,0.4
20:20 - 20:30,1.0,1.7,0.4
20:30 - 20:40,0.8,1.2,0.3
20:40 - 20:50,0.8,1.3,0.2
20:50 - 21:00,0.6,1.0,0.2
21:00 - 21:10,0.5,0.9,0.2
21:10 - 21:20,0.6,1.0,0.2
21:20 - 21:30,0.7,1.0,0.4
21:30 - 21:40,0.9,1.3,0.4
21:40 - 21:50,1.2,1.8,0.5
21:50 - 22:00,1.1,1.7,0.5
22:00 - 22:10,0.9,1.4,0.4
22:10 - 22:20,0.9,1.2,0.6
22:20 - 22:30,1.1,1.4,0.8
22:30 - 22:40,1.1,1.5,0.7
22:40 - 22:50,0.9,1.2,0.7
22:50 - 23:00,0.8,1.0,0.5
23:00 - 23:10,0.9,1.1,0.7
23:10 - 23:20,1.0,1.2,0.8
23:20 - 23:30,0.9,1.2,0.6
23:30 - 23:40,0.9,1.1,0.7
23:40 - 23:50,0.8,0.9,0.6
23:50 - 24:00,0.4,0.5,0.3
